"CMTE_ID","AMNDT_IND","RPT_YR","RPT_TP","IMAGE_NUM","LINE_NUM","FORM_TP_CD","SCHED_TP_CD","NAME","CITY","STATE","ZIP_CODE","TRANSACTION_DT","TRANSACTION_AMT","TRANSACTION_PGI","PURPOSE","CATEGORY","CATEGORY_DESC","MEMO_CD","MEMO_TEXT","ENTITY_TP","SUB_ID","FILE_NUM","TRAN_ID","BACK_REF_TRAN_ID"
"C00575050","A","2015","12S","201507159000141701","17","F3","SB","COLEMAN PRINTING","PEORIA HEIGHTS","IL","616167785","05/01/2015","130.16","O","BUSINESS CARDS","","","","","ORG","4071620151247281595","1014923","B6A31E3DD367848D4B38",""
"C00571869","A","2015","12S","15951453324","17","F3","SB","THE WESTIN WASHINGTON DC","WASHINGTON","DC","20005","03/10/2015","330.91","S","LODGING","002","Travel Expenses","X","SUBITEMIZATION OF DARREN GRUBB(03/10/15)","ORG","4060520151244032651","1009651","B-S-152",""
"C00075820","N","2015","M6","15951513689","21B","F3X","SB","CAPITOL HILL CLUB","WASHINGTON","DC","20003","05/15/2015","633.07","","CATERING","","","","","ORG","4062220151245913805","1011406","SB21-0.043263",""
"C00401224","N","2015","M3","15950997505","21B","F3X","SB","MARTSA ON ELM","SOMERVILLE","MA","02144","02/20/2015","126.68","","FRANK 2/26: STAFF FOOD","","","X","","ORG","4033120151241513757","998990","SB21B_M315_0205","SB21B_M315_0128"
"C00042366","A","2015","M3","15020119599","21B","F3X","SB","SCRIBD","SAN FRANCISCO","CA","94107","01/15/2015","8.99","","PUBLICATIONS/ SUBSCRIPTIONS","","","X","[MEMO ITEM] MEMO ENTRY","","1072720150017742718","1004714","SB04171595994891",""
"C00040857","A","2015","M2","201507169000243665","21B","F3X","SB","RENAUD, CONNIE","WARREN","MI","480913429","01/05/2015","750","","VOUCHER PRIZE PAYOUTS","","","","","IND","4071620151247314196","1015850","D508771",""
"C00410308","N","2015","M5","15951413554","21B","F3X","SB","DAVEY CONSULTING LLC","WASHINGTON","DC","20002","04/29/2015","1000","O","FUNDRAISING SERVICES","","","","","ORG","4052020151243862979","1008659","21B-02-01039-01207",""
"C00458000","N","2015","MY","201507299000449573","21B","F3X","SB","ROMAIN, LOUIS","MOUNT VERNON","NY","10553","01/15/2015","90.92","","TECHNOLOGY STIPEND","","","","","IND","4073020151248058184","1018840","D466445",""
"C00431684","A","2015","Q1","15971204295","17","F3","SB","CHAFFETZ, JASON","ALPINE","UT","840041594","03/09/2015","5048.73","P","REIMBURSEMENT...SEE BELOW","","","","","IND","4061120151245691622","1010198","B8471C1E9B7E74609ABF",""
"C00492785","N","2015","Q1","15020138523","17","F3","SB","CRUZ, RAFAEL","CARROLLTON","TX","75010","03/22/2015","515.2","","TRAVEL-MILEAGE","","","","","IND","2042820151242337488","1005926","SB0428158523672",""
"C00040857","A","2015","M2","201507169000243498","21B","F3X","SB","GUADAGNI, SUSAN","WARREN","MI","480913978","01/25/2015","75","","VOUCHER PRIZE PAYOUTS","","","","","IND","4071620151247313695","1015850","D508833",""
"C00329896","N","2015","Q2","201507160200195861","17","F3","SB","CARD SERVICE CENTER","DALLAS","TX","753569100","04/03/2015","13442.96","P","CREDIT CARD PAYMENT-ATTRIBUTION BELOW IF","","","","","","2072920151248022439","1018363","SB0728155861419",""
"C00575449","N","2015","Q2","201507159000228879","23","F3P","SB","MERCHANT BANKCARD","EAST FALMOUTH","MA","025365960","06/03/2015","680.87","P","CC TRANSACTION FEES","","","","","ORG","4071620151247307841","1015683","B156D5ADF8B894C45976",""
"C00341396","N","2015","MY","201507309000466661","21B","F3X","SB","LAWTON, BLAIR","WEST DES MOINES","IA","50266","02/09/2015","229.6","","MILEAGE","","","X","","IND","4073120151248137086","1019224","SB21B.4929.0","SB21B.4929"
"C00465971","N","2015","Q1","15970355678","17","F3","SB","DOLD, DANIELLE R. MRS.","KENILWORTH","IL","600431005","03/13/2015","1414.25","","SEE MEMO ENTRIES","","","","","IND","4041720151242007899","1003813","B2BA56FE898BD4447BB4",""
"C00471607","N","2015","MY","201507299000446823","21B","F3X","SB","OCTOBER INC.","LAS VEGAS","NV","89137","04/23/2015","8172.79","","SEE BELOW/FACILITY FEES & CATERING","","","","SEE BELOW/FACILITY FEES & CATERING","ORG","4073020151248057039","1018816","50423.E334",""
"C00499129","N","2015","TER","15970339508","17","F3","SB","VLC FINANCIAL SERVICES","ELK GROVE","CA","95624","02/28/2015","755.11","G","TREASURER SERVICES","001","Administrative/Salary/Overhead Expenses","","","ORG","4041420151241817973","1002436","EXPB2474",""
"C00326629","N","2015","Q2","201507159000147622","17","F3","SB","FEC FINANCIAL INC.","WARRENTON","VA","20186","05/04/2015","1050","P","ACCOUNTING SERVICES","001","Administrative/Salary/Overhead Expenses","X","","ORG","4071520151247145725","1015026","SB17-EX10472",""
"C00555813","N","2015","Q2","201507159000165394","17","F3","SB","BARTLETT, DOYLE","ALEXANDRIA","VA","223023611","04/14/2015","300","P","EVENT ROOM RENTAL AND CLEANING FEE","","","","* IN-KIND RECEIVED","IND","4071620151247285141","1015133","VNW3EDP95S1I","VNW3EDP95S1"
"C00502294","N","2015","Q2","201507159000122696","17","F3","SB","DEPUTY SHERIFFS ASSOCIATION","PLEASANTON","CA","94566","06/01/2015","473","","OFFICE RENT","","","","","ORG","4071520151247129132","1014542","D761895",""
"C00040857","A","2015","M3","201507169000244824","21B","F3X","SB","LOGAN, ANN","WARREN","MI","480894459","02/16/2015","250","","VOUCHER PRIZE PAYOUTS","","","","","IND","4071620151247315537","1015861","D508398",""
"C00433060","N","2015","M5","15951401734","21B","F3X","SB","THE ENDICOTT GROUP, LLC","WASHINGTON","DC","20003","04/08/2015","1900.62","","CATERING/DELIVERY","","","","","ORG","4052020151243855428","1008294","D22-007G19",""
"C00536680","A","2015","Q2","201507239000410721","17","F3","SB","KIELOCH CONSULTING","WASHINGTON","DC","20003","04/02/2015","3500","P","FUNDRAISING CONSULTING","003","Solicitation and Fundraising Expenses","","","ORG","4072320151247891945","1017767","EXPB24",""
"C00040857","A","2015","M5","201507169000255591","21B","F3X","SB","LADD, THERESA","MADISON HEIGHTS","MI","48071","04/20/2015","150","","VOUCHER PRIZE PAYOUTS","","","","","IND","4071620151247318582","1016072","D512083",""
"C00024521","N","2015","M7","201507209000304813","21B","F3X","SB","PNC BANK, N.A.","WASHINGTON","DC","20006","06/30/2015","2781.73","","CREDIT CARD PROCESSING FEES","001","Administrative/Salary/Overhead Expenses","","CREDIT CARD PROCESSING FEES","ORG","4072120151247609448","1016890","10488193",""
"C00204370","N","2015","Q1","15020135632","17","F3","SB","BAR & BISTRO @ THE ARTS FACTORY","LAS VEGAS","NV","89104","01/05/2015","201.07","P","MEALS","","","X","[MEMO ITEM]","","2042820151242336239","1005882","SB0427155632538",""
"C00166504","N","2015","Q2","201507159000203094","17","F3","SB","MERRILLVILLE FLORIST","MERRILLVILLE","IN","464103451","06/02/2015","60","P","FLOWERS","","","X","","ORG","4071620151247301770","1015554","D765880","D765622"
"C00540500","N","2015","Q2","201507160200191751","17","F3","SB","GILL, BRENDAN","MONTCLAIR","NJ","070432212","06/30/2015","3039.94","P","SALARY","","","X","[MEMO ITEM]","IND","2073020151248076738","1018678","SB0729151751464",""
"C00010868","N","2015","M2","15950807542","21B","F3X","SB","ANGELAKOS, B. DEAN MR.","NEW YORK","NY","100051983","01/30/2015","320","O","IN-KIND:YANKEE TICKETS","","","","","IND","4022020151239087966","994745","B984F08B88B9E449ABBD",""
"C00458398","N","2015","Q2","201507160200190845","17","F3","SB","ACTBLUE TECHNICAL SERVICES","SOMERVILLE","MA","021443132","04/19/2015","633.21","P","CREDIT CARD PROCESSING FEE","","","","","","2072820151247986564","1018153","SB07271508452479",""
"C00031054","N","2015","M7","201507209000318336","21B","F3X","SB","ACTBLUE TECHNICAL SERVICES","SOMERVILLE","MA","02144","06/05/2015","128.13","","CREDIT CARD PROCESSING FEES","","","","","ORG","4072120151247611053","1016935","21B-01-28419-38149",""
"C00540302","N","2015","Q2","201507170200204462","17","F3","SB","SOUTHWEST AIRLINES","DALLAS","TX","752351647","04/07/2015","341.5","P","FLIGHT","002","Travel Expenses","","","","2073020151248077980","1018709","SB0729154462676",""
"C00317503","N","2015","Q2","201507160200198741","17","F3","SB","TORTILLA COAST","WASHINGTON","DC","200031826","03/12/2015","124.56","","MEALS EXPENSE","","","X","[MEMO ITEM] SUBITEMIZATION OF CARDMEMBER SERVICE(04/20/15)","","2073020151248077639","1018703","SB072915874137",""
"C00475392","N","2015","Q2","201507150200188926","17","F3","SB","MIDATLANTIC FOOD + WINE FEAST","WILMINGTON","DE","198024920","04/10/2015","258","P","EVENT TICKETS","","","X","[MEMO ITEM] *","","2073020151248076109","1018669","SB0729158926155",""
"C00445015","N","2015","Q1","15951128152","17","F3","SB","US AIRWAYS","PHOENIX","AZ","850343802","02/27/2015","25","P","BAGGAGE FEES","","","X","SUBITEMIZATION OF AMERICAN EXPRESS(03/24/15)","ORG","4041420151241818905","1002485","B-S-1749",""
"C00167320","N","2015","M7","201507209000302971","21B","F3X","SB","POWERTHRU LLC","COLUMBIA","SC","29201","06/04/2015","3000","","DIGITAL CONSULTANT","","","","","ORG","4072120151247608926","1016867","D628052",""
"C00318196","N","2015","Q2","201507159000123238","17","F3","SB","MERCHANT BANKCARD","BOCA RATON","FL","33482","05/04/2015","5","P","CREDIT CARD PROCESSING FEE","","","","","ORG","4071520151247129717","1014562","D464712",""
"C00038505","N","2015","M5","15951399113","21B","F3X","SB","EVENTBRITE","SAN FRANCISCO","CA","941071532","04/08/2015","5.12","","ONLINE CREDIT CARD FEES","","","","ONLINE CREDIT CARD FEES","ORG","4051920151243802709","1008203","50507.E48547",""
"C00393629","N","2015","Q1","15951154438","17","F3","SB","HOBBY LOBBY","GASTONIA","NC","280544059","01/15/2015","203.33","P","OFFICE SUPPLIES","","","X","","ORG","4041720151242004803","1003540","BAAD4DB443C7542D785F","B89AD9BF9E50B4949B42"
"C00568303","N","2015","12G","14021201455","17","F3","SB","TOM AUTO REPAIR","LINCOLN","NE","68503","08/05/2014","285","G","TRANSPORTATION EXPENSES","002","Travel Expenses","","","","2012720151237350396","985834","SB012615145515",""
"C00475392","N","2015","Q2","201507150200188916","17","F3","SB","AMTRAK","WASHINGTON","DC","200024214","06/30/2015","85","P","TRAVEL","","","X","[MEMO ITEM] *","","2073020151248076079","1018669","SB0729158916125",""
"C00330142","N","2015","Q1","15970344218","17","F3","SB","THE VINCI GROUP","MANCHESTER","CT","06040","01/13/2015","5317.5","","FUND RAISING","","","","","ORG","4041520151241882691","1002984","SB17.62109",""
"C00458976","N","2015","Q1","15951172775","17","F3","SB","TOLBERT, EMMA","BIRMINGHAM","AL","35208","01/29/2015","2503.96","P","SALARY","001","Administrative/Salary/Overhead Expenses","","","IND","4041620151241945615","1004200","D606759",""
"C00463836","N","2015","Q2","201507159000143199","17","F3","SB","VISA","TAMPA","FL","336303131","04/12/2015","812.32","P","CREDIT CARD: SEE DETAILS","001","Administrative/Salary/Overhead Expenses","","","ORG","4071520151247143621","1014952","B8E1896E653CD4613A5D",""
"C00010603","N","2015","M7","201507209000310836","21B","F3X","SB","FINANCIAL INNOVATIONS","CRANSTON","RI","02910","06/22/2015","740.39","","ONLINE STORE MERCHANDISE","","","","","ORG","4072220151247706197","1016926","SB21B-282860",""
"C00384735","N","2015","Q2","201507159000124344","17","F3","SB","PAYCYCLE.COM","PALO ALTO","CA","943062242","05/15/2015","41","P","SERVICE FEE","","","","","ORG","4071520151247130748","1014605","D576022",""
"C00003418","N","2015","M4","15951199769","21B","F3X","SB","COMCAST","SEATTLE","WA","98124","03/19/2015","321.43","","CABLE SERVICES","","","","","ORG","4042120151242133672","1005310","2015M04L2100422",""
"C00346312","A","2015","Q1","15020155568","17","F3","SB","TISHMAN CONSTRUCTION CORP.","NEW YORK","NY","10103","01/22/2015","500","","RECEPTION-FACILITIES","003","Solicitation and Fundraising Expenses","","","","1071520150017642956","1006239","SB05011555681667",""
"C00554949","N","2015","Q1","15951146617","17","F3","SB","MOND, MR STEVEN","HENRICO","VA","23058","02/01/2015","500","P","TECHNICAL CONSULTING","001","Administrative/Salary/Overhead Expenses","","TECHNICAL CONSULTING","IND","4041520151241886547","1003206","SB17-EX2200",""
"C00010603","N","2015","M2","15950821230","21B","F3X","SB","KORNEGAY, SEAN","WASHINGTON","DC","20002","01/15/2015","1572.46","","SALARIES","","","","","IND","4022420151239165786","995113","SB21B-279190",""
"C00311043","N","2015","Q2","201507159000145544","17","F3","SB","NORTH STAR MARKETING BURLINGTON","BURLINGTON","NC","272152273","04/01/2015","65","P","WEBSITE HOSTING","001","Administrative/Salary/Overhead Expenses","","","ORG","4071520151247144262","1014982","B9B2349D99E194576BE5",""
"C00200584","N","2015","Q2","201507159000167800","17","F3","SB","MISSION POINT RESORT, INC.","FARMINGTON","MI","483313261","06/17/2015","-1571.86","","REFUND: TRAVEL - LODGING","","","X","MEMO: REFUND: TRAVEL - LODGING","ORG","4071620151247286064","1015184","50713.E20036",""
"C00454694","A","2015","Q1","201507209000322374","17","F3","SB","FUDGE III, WILLLIAM","UNIVERSITY HTS","OH","44118","02/27/2015","271.05","P","CAMPAIGN WORKER","001","Administrative/Salary/Overhead Expenses","X","","IND","4072120151247611244","1016946","SB17.15933",""
"C00031054","N","2015","M4","15951193204","21B","F3X","SB","HEMGESBERG, MARCIE","FLINT","MI","48532","03/16/2015","1107.66","","SALARY","","","","","IND","4042220151242181507","1005203","21B-01-27794-37235",""
"C00003418","N","2015","M4","15951199882","21B","F3X","SB","BOYD, MARGARET R","WASHINGTON","DC","20003","03/31/2015","2732.28","","PAYROLL","","","","","IND","4042120151242134009","1005310","2015M04L21PA00194",""
"C00489617","N","2015","M5","15951404381","21B","F3X","SB","BB&T","ARLINGTON","VA","22206","04/15/2015","66.85","","BANK FEES","","","","","ORG","4051920151243805012","1008335","SB21B.4530",""
"C00075820","N","2015","M6","15951513692","21B","F3X","SB","BULLFEATHERS","WASHINGTON","DC","20003","05/15/2015","15.45","","FOOD/BEVERAGE","","","X","","ORG","4062220151245913813","1011406","SB21BCCUV.9949","SB21-0.043279"
"C00331462","N","2015","MY","201507299000444139","21B","F3X","SB","AASM","WESTCHESTER","IL","60154","06/17/2015","28.42","","CHECK TO AASM","","","","","ORG","4072920151248010654","1018742","SB21B.8332",""
"C00571919","N","2015","Q2","201507210200221817","17","F3","SB","AMPCO SYSTEM PARKING","SAN FRANCISCO","CA","941021702","05/18/2015","33","P","PARKING","002","Travel Expenses","X","[MEMO ITEM] *","","2073120151248174304","1019641","SB07311518171673",""
